"","Poll","Date","Sample","Favorable","Unfavorable","Spread","poll_date","candidate","gain","net"
"2613","The Economist/YouGovThe Economist/YouGov","4/18 - 4/20","1000 A",16,25,"-9",2015-04-19,"O Malley",-21.9512195121951,-9
"2713","The Economist/YouGovThe Economist/YouGov","4/11 - 4/13","1000 A",17,23,"-6",2015-04-12,"O Malley",-15,-6
"2813","The Economist/YouGovThe Economist/YouGov","4/4 - 4/6","1000 A",14,23,"-9",2015-04-05,"O Malley",-24.3243243243243,-9
"2913","The Economist/YouGovThe Economist/YouGov","3/28 - 3/30","1000 A",14,20,"-6",2015-03-29,"O Malley",-17.6470588235294,-6
"3013","The Economist/YouGovThe Economist/YouGov","3/21 - 3/23","1000 A",14,18,"-4",2015-03-22,"O Malley",-12.5,-4
"3117","The Economist/YouGovThe Economist/YouGov","3/14 - 3/16","1000 A",16,20,"-4",2015-03-15,"O Malley",-11.1111111111111,-4
"3215","The Economist/YouGovThe Economist/YouGov","2/28 - 3/2","1000 A",14,19,"-5",2015-02-28,"O Malley",-15.1515151515152,-5
"3313","The Economist/YouGovThe Economist/YouGov","2/21 - 2/23","1000 A",13,18,"-5",2015-02-21,"O Malley",-16.1290322580645,-5
"3413","The Economist/YouGovThe Economist/YouGov","2/14 - 2/16","1000 A",12,17,"-5",2015-02-14,"O Malley",-17.2413793103448,-5
"3513","The Economist/YouGovThe Economist/YouGov","2/7 - 2/9","1000 A",13,19,"-6",2015-02-07,"O Malley",-18.75,-6
"3613","The Economist/YouGovThe Economist/YouGov","1/31 - 2/2","1000 A",13,18,"-5",2015-01-31,"O Malley",-16.1290322580645,-5
"3713","The Economist/YouGovThe Economist/YouGov","1/24 - 1/26","1000 A",12,18,"-6",2015-01-24,"O Malley",-20,-6
"3813","The Economist/YouGovThe Economist/YouGov","1/17 - 1/19","1000 A",11,20,"-9",2015-01-17,"O Malley",-29.0322580645161,-9
"3913","The Economist/YouGovThe Economist/YouGov","1/10 - 1/12","1000 A",11,17,"-6",2015-01-10,"O Malley",-21.4285714285714,-6
"4013","The Economist/YouGovThe Economist/YouGov","1/3 - 1/5","1000 A",10,20,"-10",2015-01-03,"O Malley",-33.3333333333333,-10
"4117","The Economist/YouGovThe Economist/YouGov","12/27 - 12/29","1000 A",15,22,"-7",2014-12-28,"O Malley",-18.9189189189189,-7
"280","Economist/YouGovEconomist/YouGov","7/15 - 7/17","1300 A",15,24,"-9",2016-07-15,"Stein",-23.0769230769231,-9
"380","Economist/YouGovEconomist/YouGov","7/9 - 7/11","1300 A",13,21,"-8",2016-07-09,"Stein",-23.5294117647059,-8
"480","Associated Press-GfKAssociated Press-GfK","7/7 - 7/11","1009 A",6,10,"-4",2016-07-07,"Stein",-25,-4
"570","USA Today/SuffolkUSA Today/Suffolk","6/26 - 6/29","1000 LV",7,9,"-2",2016-06-26,"Stein",-12.5,-2
"650","QuinnipiacQuinnipiac","6/21 - 6/27","1610 RV",5,7,"-2",2016-06-21,"Stein",-16.6666666666667,-2
"290","Economist/YouGovEconomist","7/15 - 7/17","1300 A",22,25,"-3",2016-07-15,"Johnson",-6.38297872340426,-3
"390","Economist/YouGovEconomist","7/9 - 7/11","1300 A",19,27,"-8",2016-07-09,"Johnson",-17.3913043478261,-8
"490","Associated Press-GfKAP-GfK","7/7 - 7/11","1009 A",10,12,"-2",2016-07-07,"Johnson",-9.09090909090909,-2
"580","USA Today/SuffolkUSA Today","6/26 - 6/29","1000 LV",10,15,"-5",2016-06-26,"Johnson",-20,-5
"658","QuinnipiacQuinnipiac","6/21 - 6/27","1610 RV",11,11,"Tie",2016-06-21,"Johnson",0,0
"737","MonmouthMonmouth","3/17 - 3/20","848 RV",9,15,"-6",2016-03-17,"Johnson",-25,-6
"2100","The Economist/YouGovThe Economist/YouGov","12/30 - 1/6","2000 A",30,44,"-14",2015-12-31,"Huckabee",-18.9189189189189,-14
"3100","The Economist/YouGovThe Economist/YouGov","12/18 - 12/21","2000 A",30,46,"-16",2015-12-19,"Huckabee",-21.0526315789474,-16
"4100","The Economist/YouGovThe Economist/YouGov","12/4 - 12/9","2000 A",29,44,"-15",2015-12-05,"Huckabee",-20.5479452054795,-15
"590","Associated Press-GfKAssociated Press-GfK","12/3 - 12/7","1007 A",21,37,"-16",2015-12-04,"Huckabee",-27.5862068965517,-16
"659","QuinnipiacQuinnipiac","11/23 - 11/30","1473 RV",29,41,"-12",2015-11-24,"Huckabee",-17.1428571428571,-12
"738","The Economist/YouGovThe Economist/YouGov","11/19 - 11/23","2000 A",29,46,"-17",2015-11-20,"Huckabee",-22.6666666666667,-17
"830","The Economist/YouGovThe Economist/YouGov","11/5 - 11/9","2000 A",29,45,"-16",2015-11-06,"Huckabee",-21.6216216216216,-16
"928","The Economist/YouGovThe Economist/YouGov","10/23 - 10/27","2000 A",30,43,"-13",2015-10-24,"Huckabee",-17.8082191780822,-13
"1026","Associated Press-GfKAssociated Press-GfK","10/15 - 10/19","1027 A",21,39,"-18",2015-10-16,"Huckabee",-30,-18
"1122","The Economist/YouGovThe Economist/YouGov","10/8 - 10/12","2000 A",29,44,"-15",2015-10-09,"Huckabee",-20.5479452054795,-15
"1222","QuinnipiacQuinnipiac","9/17 - 9/21","1574 RV",35,41,"-6",2015-09-18,"Huckabee",-7.89473684210526,-6
"1322","The Economist/YouGovThe Economist/YouGov","9/11 - 9/15","2000 A",31,45,"-14",2015-09-12,"Huckabee",-18.4210526315789,-14
"1419","The Economist/YouGovThe Economist/YouGov","8/28 - 9/1","2000 A",30,42,"-12",2015-08-29,"Huckabee",-16.6666666666667,-12
"1514","The Economist/YouGovThe Economist/YouGov","8/14 - 8/18","2000 A",31,47,"-16",2015-08-15,"Huckabee",-20.5128205128205,-16
"1614","The Economist/YouGovThe Economist/YouGov","7/18 - 7/20","1000 A",31,41,"-10",2015-07-19,"Huckabee",-13.8888888888889,-10
"1714","Associated Press-GfKAssociated Press-GfK","7/9 - 7/13","1004 A",25,32,"-7",2015-07-10,"Huckabee",-12.280701754386,-7
"1814","The Economist/YouGovThe Economist/YouGov","7/4 - 7/6","1000  A",30,44,"-14",2015-07-05,"Huckabee",-18.9189189189189,-14
"1914","The Economist/YouGovThe Economist/YouGov","6/27 - 6/29","1000 A",31,42,"-11",2015-06-28,"Huckabee",-15.0684931506849,-11
"2014","The Economist/YouGovThe Economist/YouGov","6/20 - 6/22","1000 A",30,42,"-12",2015-06-21,"Huckabee",-16.6666666666667,-12
"2118","The Economist/YouGovThe Economist/YouGov","6/13 - 6/15","1000 A",33,43,"-10",2015-06-14,"Huckabee",-13.1578947368421,-10
"2216","The Economist/YouGovThe Economist/YouGov","6/6 - 6/8","1000 A",33,41,"-8",2015-06-07,"Huckabee",-10.8108108108108,-8
"2314","The Economist/YouGovThe Economist/YouGov","5/30 - 6/1","1000 A",32,42,"-10",2015-05-31,"Huckabee",-13.5135135135135,-10
"2414","The Economist/YouGovThe Economist/YouGov","5/23 - 5/25","1000 A",34,41,"-7",2015-05-24,"Huckabee",-9.33333333333333,-7
"2514","QuinnipiacQuinnipiac","5/19 - 5/26","1711 RV",37,39,"-2",2015-05-20,"Huckabee",-2.63157894736842,-2
"2614","The Economist/YouGovThe Economist/YouGov","5/16 - 5/18","1000 A",32,39,"-7",2015-05-17,"Huckabee",-9.85915492957746,-7
"2714","Pew ResearchPew Research","5/12 - 5/18","2002 A",33,39,"-6",2015-05-13,"Huckabee",-8.33333333333333,-6
"2814","FOX NewsFOX News","5/9 - 5/12","1006 RV",35,35,"Tie",2015-05-10,"Huckabee",0,0
"2914","The Economist/YouGovThe Economist/YouGov","4/25 - 4/27","1000 A",32,39,"-7",2015-04-26,"Huckabee",-9.85915492957746,-7
"3014","Associated Press/GfKAssociated Press/GfK","4/23 - 4/27","1077 A",23,30,"-7",2015-04-24,"Huckabee",-13.2075471698113,-7
"3118","The Economist/YouGovThe Economist/YouGov","4/18 - 4/20","1000 A",34,42,"-8",2015-04-19,"Huckabee",-10.5263157894737,-8
"3216","QuinnipiacQuinnipiac","4/16 - 4/21","1353 RV",33,33,"Tie",2015-04-17,"Huckabee",0,0
"3314","The Economist/YouGovThe Economist/YouGov","4/11 - 4/13","1000 A",30,42,"-12",2015-04-12,"Huckabee",-16.6666666666667,-12
"3414","The Economist/YouGovThe Economist/YouGov","4/4 - 4/6","1000 A",34,36,"-2",2015-04-05,"Huckabee",-2.85714285714286,-2
"3514","FOX NewsFOX News","3/29 - 3/31","1025 RV",33,34,"-1",2015-03-30,"Huckabee",-1.49253731343284,-1
"3614","PPP (D)PPP (D)","3/26 - 3/31","989 RV",31,44,"-13",2015-03-27,"Huckabee",-17.3333333333333,-13
"3714","The Economist/YouGovThe Economist/YouGov","3/28 - 3/30","1000 A",34,38,"-4",2015-03-29,"Huckabee",-5.55555555555556,-4
"3814","The Economist/YouGovThe Economist/YouGov","3/14 - 3/16","1000 A",34,39,"-5",2015-03-15,"Huckabee",-6.84931506849315,-5
"3914","The Economist/YouGovThe Economist/YouGov","3/21 - 3/23","1000 A",31,39,"-8",2015-03-22,"Huckabee",-11.4285714285714,-8
"4014","CNN/Opinion ResearchCNN/Opinion Research","3/13 - 3/15","1009 A",35,30,"+5",2015-03-14,"Huckabee",7.69230769230769,5
"4118","GallupGallup","3/2 - 3/4","1522 A",30,27,"+3",2015-03-03,"Huckabee",5.26315789473684,3
"4215","The Economist/YouGovThe Economist/YouGov","2/28 - 3/2","1000 A",36,39,"-3",2015-02-28,"Huckabee",-4,-3
"4313","QuinnipiacQuinnipiac","2/26 - 3/2","1286 RV",34,32,"+2",2015-02-26,"Huckabee",3.03030303030303,2
"4413","The Economist/YouGovThe Economist/YouGov","2/21 - 2/23","1000 A",34,35,"-1",2015-02-21,"Huckabee",-1.44927536231884,-1
"4513","PPP (D)PPP (D)","2/20 - 2/22","691 RV",37,35,"+2",2015-02-20,"Huckabee",2.77777777777778,2
"4613","The Economist/YouGovThe Economist/YouGov","2/14 - 2/16","1000 A",31,39,"-8",2015-02-14,"Huckabee",-11.4285714285714,-8
"4712","The Economist/YouGovThe Economist/YouGov","2/7 - 2/9","1000 A",34,36,"-2",2015-02-07,"Huckabee",-2.85714285714286,-2
"4812","The Economist/YouGovThe Economist/YouGov","1/31 - 2/2","1000 A",32,39,"-7",2015-01-31,"Huckabee",-9.85915492957746,-7
"4912","The Economist/YouGovThe Economist/YouGov","1/24 - 1/26","1000 A",37,37,"Tie",2015-01-24,"Huckabee",0,0
"5012","The Economist/YouGovThe Economist/YouGov","1/17 - 1/19","1000 A",34,39,"-5",2015-01-17,"Huckabee",-6.84931506849315,-5
"5116","The Economist/YouGovThe Economist/YouGov","1/10 - 1/12","1000 A",38,38,"Tie",2015-01-10,"Huckabee",0,0
"5214","The Economist/YouGovThe Economist/YouGov","1/3 - 1/5","1000 A",32,38,"-6",2015-01-03,"Huckabee",-8.57142857142857,-6
"5312","The Economist/YouGovThe Economist/YouGov","12/27 - 12/29","1000 A",37,42,"-5",2014-12-28,"Huckabee",-6.32911392405063,-5
"2101","FOX NewsFOX News","9/20 - 9/22","1013 RV",27,31,"-4",2015-09-21,"Walker",-6.89655172413793,-4
"3101","The Economist/YouGovThe Economist/YouGov","9/11 - 9/15","2000 A",27,39,"-12",2015-09-12,"Walker",-18.1818181818182,-12
"4101","The Economist/YouGovThe Economist/YouGov","8/28 - 9/1","2000 A",,29,"-29",2015-08-29,"Walker",,
"599","The Economist/YouGovThe Economist/YouGov","8/14 - 8/18","2000 A",30,37,"-7",2015-08-15,"Walker",-10.4477611940298,-7
"660","The Economist/YouGovThe Economist/YouGov","7/18 - 7/20","1000 A",33,34,"-1",2015-07-19,"Walker",-1.49253731343284,-1
"739","Associated Press-GfKAssociated Press-GfK","7/9 - 7/13","1004 A",17,22,"-5",2015-07-10,"Walker",-12.8205128205128,-5
"835","The Economist/YouGovThe Economist/YouGov","7/4 - 7/6","1000  A",28,33,"-5",2015-07-05,"Walker",-8.19672131147541,-5
"929","The Economist/YouGovThe Economist/YouGov","6/27 - 6/29","1000 A",27,32,"-5",2015-06-28,"Walker",-8.47457627118644,-5
"1027","The Economist/YouGovThe Economist/YouGov","6/20 - 6/22","1000 A",28,36,"-8",2015-06-21,"Walker",-12.5,-8
"1123","MonmouthMonmouth","6/11 - 6/14","829 RV",23,25,"-2",2015-06-12,"Walker",-4.16666666666667,-2
"1223","The Economist/YouGovThe Economist/YouGov","6/13 - 6/15","1000 A",26,34,"-8",2015-06-14,"Walker",-13.3333333333333,-8
"1323","The Economist/YouGovThe Economist/YouGov","6/6 - 6/8","1000 A",29,30,"-1",2015-06-07,"Walker",-1.69491525423729,-1
"1420","The Economist/YouGovThe Economist/YouGov","5/30 - 6/1","1000 A",25,28,"-3",2015-05-31,"Walker",-5.66037735849057,-3
"1515","The Economist/YouGovThe Economist/YouGov","5/23 - 5/25","1000 A",30,32,"-2",2015-05-24,"Walker",-3.2258064516129,-2
"1615","QuinnipiacQuinnipiac","5/19 - 5/26","1711 RV",22,25,"-3",2015-05-20,"Walker",-6.38297872340426,-3
"1715","The Economist/YouGovThe Economist/YouGov","5/16 - 5/18","1000 A",27,34,"-7",2015-05-17,"Walker",-11.4754098360656,-7
"1815","Pew ResearchPew Research","5/12 - 5/18","2002 A",26,29,"-3",2015-05-13,"Walker",-5.45454545454545,-3
"1915","FOX NewsFOX News","5/9 - 5/12","1006 RV",25,21,"+4",2015-05-10,"Walker",8.69565217391304,4
"2015","The Economist/YouGovThe Economist/YouGov","4/25 - 4/27","1000 A",29,30,"-1",2015-04-26,"Walker",-1.69491525423729,-1
"2119","Associated Press/GfKAssociated Press/GfK","4/23 - 4/27","1077 A",15,19,"-4",2015-04-24,"Walker",-11.7647058823529,-4
"2217","The Economist/YouGovThe Economist/YouGov","4/18 - 4/20","1000 A",32,33,"-1",2015-04-19,"Walker",-1.53846153846154,-1
"2315","QuinnipiacQuinnipiac","4/16 - 4/21","1353 RV",24,21,"+3",2015-04-17,"Walker",6.66666666666667,3
"2415","The Economist/YouGovThe Economist/YouGov","4/11 - 4/13","1000 A",29,30,"-1",2015-04-12,"Walker",-1.69491525423729,-1
"2515","BloombergBloomberg","4/6 - 4/8","1008 A",21,21,"Tie",2015-04-07,"Walker",0,0
"2615","The Economist/YouGovThe Economist/YouGov","4/4 - 4/6","1000 A",30,31,"-1",2015-04-05,"Walker",-1.63934426229508,-1
"2715","FOX NewsFOX News","3/29 - 3/31","1025 RV",27,21,"+6",2015-03-30,"Walker",12.5,6
"2815","PPP (D)PPP (D)","3/26 - 3/31","989 RV",32,34,"-2",2015-03-27,"Walker",-3.03030303030303,-2
"2915","The Economist/YouGovThe Economist/YouGov","3/28 - 3/30","1000 A",28,28,"Tie",2015-03-29,"Walker",0,0
"3015","ABC News/Wash PostABC News/Wash Post","3/26 - 3/29","RV",24,31,"-7",2015-03-27,"Walker",-12.7272727272727,-7
"3119","The Economist/YouGovThe Economist/YouGov","3/21 - 3/23","1000 A",28,30,"-2",2015-03-22,"Walker",-3.44827586206897,-2
"3217","The Economist/YouGovThe Economist/YouGov","3/14 - 3/16","1000 A",28,31,"-3",2015-03-15,"Walker",-5.08474576271187,-3
"3315","CNN/Opinion ResearchCNN/Opinion Research","3/13 - 3/15","1009 A",21,21,"Tie",2015-03-14,"Walker",0,0
"3415","GallupGallup","3/2 - 3/4","1522 A",20,18,"+2",2015-03-03,"Walker",5.26315789473684,2
"3515","The Economist/YouGovThe Economist/YouGov","2/28 - 3/2","1000 A",26,29,"-3",2015-02-28,"Walker",-5.45454545454545,-3
"3615","QuinnipiacQuinnipiac","2/26 - 3/2","1286 RV",23,24,"-1",2015-02-26,"Walker",-2.12765957446809,-1
"3715","The Economist/YouGovThe Economist/YouGov","2/21 - 2/23","1000 A",25,26,"-1",2015-02-21,"Walker",-1.96078431372549,-1
"3815","PPP (D)PPP (D)","2/20 - 2/22","691 RV",33,26,"+7",2015-02-20,"Walker",11.864406779661,7
"3915","The Economist/YouGovThe Economist/YouGov","2/14 - 2/16","1000 A",28,25,"+3",2015-02-14,"Walker",5.66037735849057,3
"4015","The Economist/YouGovThe Economist/YouGov","2/7 - 2/9","1000 A",27,26,"+1",2015-02-07,"Walker",1.88679245283019,1
"4119","The Economist/YouGovThe Economist/YouGov","1/31 - 2/2","1000 A",26,25,"+1",2015-01-31,"Walker",1.96078431372549,1
"4216","The Economist/YouGovThe Economist/YouGov","1/24 - 1/26","1000 A",28,28,"Tie",2015-01-24,"Walker",0,0
"4314","The Economist/YouGovThe Economist/YouGov","1/17 - 1/19","1000 A",23,32,"-9",2015-01-17,"Walker",-16.3636363636364,-9
"4414","The Economist/YouGovThe Economist/YouGov","1/10 - 1/12","1000 A",30,31,"-1",2015-01-10,"Walker",-1.63934426229508,-1
"4514","The Economist/YouGovThe Economist/YouGov","1/3 - 1/5","1000 A",25,28,"-3",2015-01-03,"Walker",-5.66037735849057,-3
"4614","The Economist/YouGovThe Economist/YouGov","12/27 - 12/29","1000 A",29,31,"-2",2014-12-28,"Walker",-3.33333333333333,-2
"2102","The Economist/YouGovThe Economist/YouGov","12/30 - 1/6","2000 A",23,48,"-25",2015-12-31,"Santorum",-35.2112676056338,-25
"3102","The Economist/YouGovThe Economist/YouGov","12/18 - 12/21","2000 A",22,51,"-29",2015-12-19,"Santorum",-39.7260273972603,-29
"4102","The Economist/YouGovThe Economist/YouGov","12/4 - 12/9","2000 A",23,46,"-23",2015-12-05,"Santorum",-33.3333333333333,-23
"5100","The Economist/YouGovThe Economist/YouGov","11/19 - 11/23","2000 A",23,48,"-25",2015-11-20,"Santorum",-35.2112676056338,-25
"668","The Economist/YouGovThe Economist/YouGov","11/5 - 11/9","2000 A",22,46,"-24",2015-11-06,"Santorum",-35.2941176470588,-24
"740","The Economist/YouGovThe Economist/YouGov","10/23 - 10/27","2000 A",24,46,"-22",2015-10-24,"Santorum",-31.4285714285714,-22
"836","The Economist/YouGovThe Economist/YouGov","10/8 - 10/12","2000 A",24,47,"-23",2015-10-09,"Santorum",-32.3943661971831,-23
"930","QuinnipiacQuinnipiac","9/17 - 9/21","1574 RV",25,38,"-13",2015-09-18,"Santorum",-20.6349206349206,-13
"1028","The Economist/YouGovThe Economist/YouGov","9/11 - 9/15","2000 A",22,48,"-26",2015-09-12,"Santorum",-37.1428571428571,-26
"1124","The Economist/YouGovThe Economist/YouGov","8/28 - 9/1","2000 A",24,45,"-21",2015-08-29,"Santorum",-30.4347826086957,-21
"1224","The Economist/YouGovThe Economist/YouGov","8/14 - 8/18","2000 A",25,47,"-22",2015-08-15,"Santorum",-30.5555555555556,-22
"1324","The Economist/YouGovThe Economist/YouGov","7/18 - 7/20","1000 A",25,42,"-17",2015-07-19,"Santorum",-25.3731343283582,-17
"1422","Associated Press-GfKAssociated Press-GfK","7/9 - 7/13","1004 A",19,33,"-14",2015-07-10,"Santorum",-26.9230769230769,-14
"1516","The Economist/YouGovThe Economist/YouGov","7/4 - 7/6","1000  A",27,43,"-16",2015-07-05,"Santorum",-22.8571428571429,-16
"1616","The Economist/YouGovThe Economist/YouGov","6/27 - 6/29","1000 A",26,47,"-21",2015-06-28,"Santorum",-28.7671232876712,-21
"1716","The Economist/YouGovThe Economist/YouGov","6/20 - 6/22","1000 A",24,47,"-23",2015-06-21,"Santorum",-32.3943661971831,-23
"1816","The Economist/YouGovThe Economist/YouGov","6/13 - 6/15","1000 A",25,45,"-20",2015-06-14,"Santorum",-28.5714285714286,-20
"1916","The Economist/YouGovThe Economist/YouGov","6/6 - 6/8","1000 A",27,41,"-14",2015-06-07,"Santorum",-20.5882352941176,-14
"2016","The Economist/YouGovThe Economist/YouGov","5/30 - 6/1","1000 A",26,44,"-18",2015-05-31,"Santorum",-25.7142857142857,-18
"2120","The Economist/YouGovThe Economist/YouGov","5/23 - 5/25","1000 A",26,44,"-18",2015-05-24,"Santorum",-25.7142857142857,-18
"2218","QuinnipiacQuinnipiac","5/19 - 5/26","1711 RV",22,32,"-10",2015-05-20,"Santorum",-18.5185185185185,-10
"2316","The Economist/YouGovThe Economist/YouGov","5/16 - 5/18","1000 A",26,40,"-14",2015-05-17,"Santorum",-21.2121212121212,-14
"2416","The Economist/YouGovThe Economist/YouGov","4/25 - 4/27","1000 A",25,41,"-16",2015-04-26,"Santorum",-24.2424242424242,-16
"2516","Associated Press/GfKAssociated Press/GfK","4/23 - 4/27","1077 A",14,30,"-16",2015-04-24,"Santorum",-36.3636363636364,-16
"2616","The Economist/YouGovThe Economist/YouGov","4/18 - 4/20","1000 A",28,44,"-16",2015-04-19,"Santorum",-22.2222222222222,-16
"2716","The Economist/YouGovThe Economist/YouGov","4/11 - 4/13","1000 A",26,42,"-16",2015-04-12,"Santorum",-23.5294117647059,-16
"2816","The Economist/YouGovThe Economist/YouGov","4/4 - 4/6","1000 A",26,41,"-15",2015-04-05,"Santorum",-22.3880597014925,-15
"2916","The Economist/YouGovThe Economist/YouGov","3/28 - 3/30","1000 A",26,39,"-13",2015-03-29,"Santorum",-20,-13
"3016","The Economist/YouGovThe Economist/YouGov","3/14 - 3/16","1000 A",26,41,"-15",2015-03-15,"Santorum",-22.3880597014925,-15
"3120","The Economist/YouGovThe Economist/YouGov","3/21 - 3/23","1000 A",25,39,"-14",2015-03-22,"Santorum",-21.875,-14
"3218","GallupGallup","3/2 - 3/4","1522 A",20,27,"-7",2015-03-03,"Santorum",-14.8936170212766,-7
"3316","The Economist/YouGovThe Economist/YouGov","2/28 - 3/2","1000 A",28,40,"-12",2015-02-28,"Santorum",-17.6470588235294,-12
"3416","The Economist/YouGovThe Economist/YouGov","2/21 - 2/23","1000 A",27,36,"-9",2015-02-21,"Santorum",-14.2857142857143,-9
"3516","The Economist/YouGovThe Economist/YouGov","2/14 - 2/16","1000 A",25,39,"-14",2015-02-14,"Santorum",-21.875,-14
"3616","The Economist/YouGovThe Economist/YouGov","2/7 - 2/9","1000 A",27,36,"-9",2015-02-07,"Santorum",-14.2857142857143,-9
"3716","The Economist/YouGovThe Economist/YouGov","1/31 - 2/2","1000 A",25,39,"-14",2015-01-31,"Santorum",-21.875,-14
"3816","GallupGallup","7/7 - 7/10","1013 A",22,26,"-4",2015-07-08,"Santorum",-8.33333333333333,-4
"3916","QuinnipiacQuinnipiac","6/24 - 6/30","RV",23,30,"-7",2015-06-25,"Santorum",-13.2075471698113,-7
"4016","Associated Press/GfKAssociated Press/GfK","3/20 - 3/24","1012 A",18,31,"-13",2015-03-21,"Santorum",-26.530612244898,-13
"4120","MonmouthMonmouth","7/25 - 7/30","RV",24,34,"-10",2015-07-26,"Santorum",-17.2413793103448,-10
"4217","CNN/Opinion ResearchCNN/Opinion Research","3/24 - 3/25","1014 A",35,42,"-7",2015-03-25,"Santorum",-9.09090909090909,-7
"4315","McClatchy/MaristMcClatchy/Marist","3/20 - 3/22","846 RV",39,48,"-9",2015-03-21,"Santorum",-10.3448275862069,-9
"4415","ABC News/Wash PostABC News/Wash Post","3/14 - 3/18","1004 A",36,40,"-4",2015-03-15,"Santorum",-5.26315789473684,-4
"4515","FOX NewsFOX News","3/10 - 3/12","912 RV",35,47,"-12",2015-03-11,"Santorum",-14.6341463414634,-12
"4615","BloombergBloomberg","3/8 - 3/11","1002 A",36,44,"-8",2015-03-09,"Santorum",-10,-8
"4713","CBS News/NY TimesCBS News/NY Times","3/7 - 3/11","878 RV",32,32,"Tie",2015-03-08,"Santorum",0,0
"4813","Pew ResearchPew Research","3/7 - 3/11","1503 A",27,44,"-17",2015-03-08,"Santorum",-23.943661971831,-17
"4913","ABC News/Wash PostABC News/Wash Post","2/29 - 3/4","1014 A",32,40,"-8",2015-03-01,"Santorum",-11.1111111111111,-8
"5013","ABC News/Wash PostABC News/Wash Post","2/22 - 2/26","1011 A",34,37,"-3",2015-02-22,"Santorum",-4.22535211267606,-3
"5117","Politico/GWU/BattlegroundPolitico/GWU/Battleground","2/19 - 2/22","1000 LV",39,35,"+4",2015-02-19,"Santorum",5.40540540540541,4
"5215","Associated Press/GfKAssociated Press/GfK","2/16 - 2/20","1000 A",44,42,"+2",2015-02-16,"Santorum",2.32558139534884,2
"5313","USA Today/GallupUSA Today/Gallup","2/16 - 2/19","1014 A",38,35,"+3",2015-02-16,"Santorum",4.10958904109589,3
"5411","QuinnipiacQuinnipiac","2/14 - 2/20","2605 RV",34,31,"+3",2015-02-14,"Santorum",4.61538461538462,3
"5511","ABC News/Wash PostABC News/Wash Post","2/15 - 2/19","1012 A",36,34,"+2",2015-02-15,"Santorum",2.85714285714286,2
"5610","CNN/Opinion ResearchCNN/Opinion Research","2/10 - 2/13","1026 A",32,38,"-6",2015-02-10,"Santorum",-8.57142857142857,-6
"5710","CBS News/NY TimesCBS News/NY Times","2/8 - 2/13","1604 RV",27,25,"+2",2015-02-08,"Santorum",3.84615384615385,2
"5810","ABC News/Wash PostABC News/Wash Post","2/8 - 2/12","1009 A",36,31,"+5",2015-02-08,"Santorum",7.46268656716418,5
"5910","Pew ResearchPew Research","2/8 - 2/12","1501 A",33,36,"-3",2015-02-08,"Santorum",-4.34782608695652,-3
"2103","PPP (D)PPP (D)","3/26 - 3/31","989 RV",33,36,"-3",2016-03-26,"Warren",-4.34782608695652,-3
"3103","GallupGallup","3/2 - 3/4","1522 A",22,19,"+3",2016-03-02,"Warren",7.31707317073171,3
"4103","PPP (D)PPP (D)","2/20 - 2/22","691 RV",29,31,"-2",2016-02-20,"Warren",-3.33333333333333,-2
"5101","The Economist/YouGovThe Economist/YouGov","2/14 - 2/16","1000 A",29,24,"+5",2016-02-14,"Warren",9.43396226415094,5
"669","The Economist/YouGovThe Economist/YouGov","2/7 - 2/9","1000 A",26,27,"-1",2016-02-07,"Warren",-1.88679245283019,-1
"746","The Economist/YouGovThe Economist/YouGov","1/31 - 2/2","1000 A",29,28,"+1",2016-01-31,"Warren",1.75438596491228,1
"837","The Economist/YouGovThe Economist/YouGov","1/24 - 1/26","1000 A",31,35,"-4",2016-01-24,"Warren",-6.06060606060606,-4
"935","The Economist/YouGovThe Economist/YouGov","1/17 - 1/19","1000 A",29,33,"-4",2016-01-17,"Warren",-6.45161290322581,-4
"1029","The Economist/YouGovThe Economist/YouGov","1/10 - 1/12","1000 A",34,36,"-2",2016-01-10,"Warren",-2.85714285714286,-2
"1125","The Economist/YouGovThe Economist/YouGov","1/3 - 1/5","1000 A",29,33,"-4",2016-01-03,"Warren",-6.45161290322581,-4
"1225","The Economist/YouGovThe Economist/YouGov","12/27 - 12/29","1000 A",34,35,"-1",2015-12-28,"Warren",-1.44927536231884,-1
"1325","The Economist/YouGovThe Economist/YouGov","12/20 - 12/22","1000 A",29,32,"-3",2015-12-21,"Warren",-4.91803278688525,-3
"1423","The Economist/YouGovThe Economist/YouGov","12/13 - 12/15","1000 A",29,34,"-5",2015-12-14,"Warren",-7.93650793650794,-5
"1517","The Economist/YouGovThe Economist/YouGov","12/6 - 12/8","1000 A",31,28,"+3",2015-12-07,"Warren",5.08474576271187,3
"1617","The Economist/YouGovThe Economist/YouGov","11/29 - 12/1","1000 A",30,30,"Tie",2015-11-30,"Warren",0,0
"1717","The Economist/YouGovThe Economist/YouGov","11/22 - 11/24","1000 A",28,29,"-1",2015-11-23,"Warren",-1.75438596491228,-1
"1817","The Economist/YouGovThe Economist/YouGov","11/15 - 11/17","1000 A",30,29,"+1",2015-11-16,"Warren",1.69491525423729,1
"1917","The Economist/YouGovThe Economist/YouGov","11/8 - 11/10","1000 A",30,27,"+3",2015-11-09,"Warren",5.26315789473684,3
"2017","The Economist/YouGovThe Economist/YouGov","11/1 - 11/3","1000 A",30,30,"Tie",2015-11-02,"Warren",0,0
