"","poll_date","votes","candidate","source","type"
"13621","2016-05-14",56,"Trump","Huffington Post","disapproval"
"13622","2016-05-13",55,"Trump","Huffington Post","disapproval"
"13623","2016-05-11",60,"Trump","Huffington Post","disapproval"
"13624","2016-05-11",57,"Trump","Huffington Post","disapproval"
"13625","2016-05-09",62,"Trump","Huffington Post","disapproval"
"13626","2016-05-07",57,"Trump","Huffington Post","disapproval"
"13627","2016-05-06",61,"Trump","Huffington Post","disapproval"
"13628","2016-05-06",61,"Trump","Huffington Post","disapproval"
"13629","2016-05-05",58,"Trump","Huffington Post","disapproval"
"13630","2016-05-04",55,"Trump","Huffington Post","disapproval"
"13631","2016-04-29",56,"Trump","Huffington Post","disapproval"
"13632","2016-04-28",57,"Trump","Huffington Post","disapproval"
"13633","2016-04-26",60,"Trump","Huffington Post","disapproval"
"13634","2016-04-22",62,"Trump","Huffington Post","disapproval"
"13635","2016-04-22",63,"Trump","Huffington Post","disapproval"
"13636","2016-04-20",61,"Trump","Huffington Post","disapproval"
"13637","2016-04-20",56,"Trump","Huffington Post","disapproval"
"13638","2016-04-17",65,"Trump","Huffington Post","disapproval"
"13639","2016-04-15",61,"Trump","Huffington Post","disapproval"
"13640","2016-04-10",65,"Trump","Huffington Post","disapproval"
"13641","2016-04-08",63,"Trump","Huffington Post","disapproval"
"13642","2016-04-08",60,"Trump","Huffington Post","disapproval"
"13643","2016-04-08",63,"Trump","Huffington Post","disapproval"
"13644","2016-04-06",67,"Trump","Huffington Post","disapproval"
"13645","2016-03-31",69,"Trump","Huffington Post","disapproval"
"13646","2016-04-01",60,"Trump","Huffington Post","disapproval"
"13647","2016-03-30",70,"Trump","Huffington Post","disapproval"
"13648","2016-03-26",62,"Trump","Huffington Post","disapproval"
"13649","2016-03-24",63,"Trump","Huffington Post","disapproval"
"13650","2016-03-24",60,"Trump","Huffington Post","disapproval"
"13651","2016-03-17",62,"Trump","Huffington Post","disapproval"
"13652","2016-03-17",65,"Trump","Huffington Post","disapproval"
"13653","2016-03-20",65,"Trump","Huffington Post","disapproval"
"13654","2016-03-19",68,"Trump","Huffington Post","disapproval"
"13655","2016-03-18",62,"Trump","Huffington Post","disapproval"
"13656","2016-03-16",61,"Trump","Huffington Post","disapproval"
"13657","2016-03-17",67,"Trump","Huffington Post","disapproval"
"13658","2016-03-17",60,"Trump","Huffington Post","disapproval"
"13659","2016-03-17",57,"Trump","Huffington Post","disapproval"
"13660","2016-03-16",58,"Trump","Huffington Post","disapproval"
"13661","2016-03-11",60,"Trump","Huffington Post","disapproval"
"13662","2016-03-10",61,"Trump","Huffington Post","disapproval"
"13663","2016-03-04",61,"Trump","Huffington Post","disapproval"
"13664","2016-03-03",64,"Trump","Huffington Post","disapproval"
"13665","2016-03-03",67,"Trump","Huffington Post","disapproval"
"13666","2016-02-29",67,"Trump","Huffington Post","disapproval"
"13667","2016-02-26",63,"Trump","Huffington Post","disapproval"
"13668","2016-02-26",56,"Trump","Huffington Post","disapproval"
"13669","2016-02-24",60,"Trump","Huffington Post","disapproval"
"13670","2016-02-24",59,"Trump","Huffington Post","disapproval"
"13671","2016-02-11",62,"Trump","Huffington Post","disapproval"
"13672","2016-02-15",55,"Trump","Huffington Post","disapproval"
"13673","2016-02-14",59,"Trump","Huffington Post","disapproval"
"13674","2016-02-11",58,"Trump","Huffington Post","disapproval"
"13675","2016-02-11",57,"Trump","Huffington Post","disapproval"
"13676","2016-02-10",57,"Trump","Huffington Post","disapproval"
"13677","2016-02-10",51,"Trump","Huffington Post","disapproval"
"13678","2016-02-03",54,"Trump","Huffington Post","disapproval"
"13679","2016-02-03",61,"Trump","Huffington Post","disapproval"
"13680","2016-02-02",59,"Trump","Huffington Post","disapproval"
"13681","2016-02-02",63,"Trump","Huffington Post","disapproval"
"13682","2016-02-02",53,"Trump","Huffington Post","disapproval"
"13683","2016-01-29",56,"Trump","Huffington Post","disapproval"
"13684","2016-01-27",58,"Trump","Huffington Post","disapproval"
"13685","2016-01-21",56,"Trump","Huffington Post","disapproval"
"13686","2016-01-21",55,"Trump","Huffington Post","disapproval"
"13687","2016-01-20",64,"Trump","Huffington Post","disapproval"
"13688","2016-01-15",54,"Trump","Huffington Post","disapproval"
"13689","2016-01-14",52,"Trump","Huffington Post","disapproval"
"13690","2016-01-08",52,"Trump","Huffington Post","disapproval"
"13691","2016-01-06",62,"Trump","Huffington Post","disapproval"
"13692","2015-12-31",54,"Trump","Huffington Post","disapproval"
"13693","2015-12-18",56,"Trump","Huffington Post","disapproval"
"13694","2015-12-17",57,"Trump","Huffington Post","disapproval"
"13695","2015-12-17",54,"Trump","Huffington Post","disapproval"
"13696","2015-12-16",59,"Trump","Huffington Post","disapproval"
"13697","2015-12-16",56,"Trump","Huffington Post","disapproval"
"13698","2015-12-11",52,"Trump","Huffington Post","disapproval"
"13699","2015-12-06",59,"Trump","Huffington Post","disapproval"
"13700","2015-12-04",55,"Trump","Huffington Post","disapproval"
"13701","2015-12-08",64,"Trump","Huffington Post","disapproval"
"13702","2015-12-03",58,"Trump","Huffington Post","disapproval"
"13703","2015-12-03",48,"Trump","Huffington Post","disapproval"
"13704","2015-12-02",60,"Trump","Huffington Post","disapproval"
"13705","2015-11-15",55,"Trump","Huffington Post","disapproval"
"13706","2015-11-23",57,"Trump","Huffington Post","disapproval"
"13707","2015-11-19",55,"Trump","Huffington Post","disapproval"
"13708","2015-11-16",55,"Trump","Huffington Post","disapproval"
"13709","2015-11-15",61,"Trump","Huffington Post","disapproval"
"13710","2015-11-13",52,"Trump","Huffington Post","disapproval"
"13711","2015-11-06",65,"Trump","Huffington Post","disapproval"
"13712","2015-11-05",54,"Trump","Huffington Post","disapproval"
"13713","2015-11-05",49,"Trump","Huffington Post","disapproval"
"13714","2015-11-04",59,"Trump","Huffington Post","disapproval"
"13715","2015-10-29",56,"Trump","Huffington Post","disapproval"
"13716","2015-10-29",50,"Trump","Huffington Post","disapproval"
"13717","2015-10-19",56,"Trump","Huffington Post","disapproval"
"13718","2015-10-25",56,"Trump","Huffington Post","disapproval"
"13719","2015-10-23",56,"Trump","Huffington Post","disapproval"
"13720","2015-10-22",49,"Trump","Huffington Post","disapproval"
"13721","2015-10-15",52,"Trump","Huffington Post","disapproval"
"13722","2015-10-15",53,"Trump","Huffington Post","disapproval"
"13723","2015-10-16",53,"Trump","Huffington Post","disapproval"
"13724","2015-10-08",55,"Trump","Huffington Post","disapproval"
"13725","2015-10-08",50,"Trump","Huffington Post","disapproval"
"13726","2015-10-04",53,"Trump","Huffington Post","disapproval"
"13727","2015-10-02",50,"Trump","Huffington Post","disapproval"
"13728","2015-10-01",56,"Trump","Huffington Post","disapproval"
"13729","2015-09-11",66,"Trump","Huffington Post","disapproval"
"13730","2015-09-25",59,"Trump","Huffington Post","disapproval"
"13731","2015-09-24",61,"Trump","Huffington Post","disapproval"
"13732","2015-09-24",53,"Trump","Huffington Post","disapproval"
"13733","2015-09-23",60,"Trump","Huffington Post","disapproval"
"13734","2015-09-20",58,"Trump","Huffington Post","disapproval"
"13735","2015-09-20",59,"Trump","Huffington Post","disapproval"
"13736","2015-09-18",61,"Trump","Huffington Post","disapproval"
"13737","2015-09-17",57,"Trump","Huffington Post","disapproval"
"13738","2015-09-18",52,"Trump","Huffington Post","disapproval"
"13739","2015-09-17",59,"Trump","Huffington Post","disapproval"
"13740","2015-09-11",53,"Trump","Huffington Post","disapproval"
"13741","2015-09-11",53,"Trump","Huffington Post","disapproval"
"13742","2015-08-26",55,"Trump","Huffington Post","disapproval"
"13743","2015-09-05",50,"Trump","Huffington Post","disapproval"
"13744","2015-09-04",53,"Trump","Huffington Post","disapproval"
"13745","2015-08-28",54,"Trump","Huffington Post","disapproval"
"13746","2015-08-28",53,"Trump","Huffington Post","disapproval"
"13747","2015-08-28",52,"Trump","Huffington Post","disapproval"
"13748","2015-08-26",59,"Trump","Huffington Post","disapproval"
"13749","2015-08-20",54,"Trump","Huffington Post","disapproval"
"13750","2015-08-14",54,"Trump","Huffington Post","disapproval"
"13751","2015-08-13",59,"Trump","Huffington Post","disapproval"
"13752","2015-08-08",59,"Trump","Huffington Post","disapproval"
"13753","2015-08-07",53,"Trump","Huffington Post","disapproval"
"13754","2015-07-31",55,"Trump","Huffington Post","disapproval"
"13755","2015-07-31",52,"Trump","Huffington Post","disapproval"
"13756","2015-07-29",59,"Trump","Huffington Post","disapproval"
"13757","2015-07-26",56,"Trump","Huffington Post","disapproval"
"13758","2015-07-26",56,"Trump","Huffington Post","disapproval"
"13759","2015-07-23",59,"Trump","Huffington Post","disapproval"
"13760","2015-07-22",58,"Trump","Huffington Post","disapproval"
"13761","2015-07-20",60,"Trump","Huffington Post","disapproval"
"13762","2015-07-20",60,"Trump","Huffington Post","disapproval"
"13763","2015-07-08",56,"Trump","Huffington Post","disapproval"
"13764","2015-07-18",60,"Trump","Huffington Post","disapproval"
"13765","2015-07-11",56,"Trump","Huffington Post","disapproval"
"13766","2015-07-09",58,"Trump","Huffington Post","disapproval"
"13767","2015-07-09",61,"Trump","Huffington Post","disapproval"
"13768","2015-07-08",57,"Trump","Huffington Post","disapproval"
"13769","2015-07-08",61,"Trump","Huffington Post","disapproval"
"13770","2015-06-27",60,"Trump","Huffington Post","disapproval"
"13771","2015-06-20",60,"Trump","Huffington Post","disapproval"
"13772","2015-05-28",71,"Trump","Huffington Post","disapproval"
"13773","2015-05-19",69,"Trump","Huffington Post","disapproval"
"13774","2016-08-20",53,"Clinton","Huffington Post","disapproval"
"13775","2016-08-18",55,"Clinton","Huffington Post","disapproval"
"13776","2016-08-18",53,"Clinton","Huffington Post","disapproval"
"13777","2016-08-19",53,"Clinton","Huffington Post","disapproval"
"13778","2016-08-18",57,"Clinton","Huffington Post","disapproval"
"13779","2016-08-13",54,"Clinton","Huffington Post","disapproval"
"13780","2016-08-11",55,"Clinton","Huffington Post","disapproval"
"13781","2016-08-10",54,"Clinton","Huffington Post","disapproval"
"13782","2016-08-11",58,"Clinton","Huffington Post","disapproval"
"13783","2016-08-08",59,"Clinton","Huffington Post","disapproval"
"13784","2016-08-06",50,"Clinton","Huffington Post","disapproval"
"13785","2016-08-06",57,"Clinton","Huffington Post","disapproval"
"13786","2016-08-03",56,"Clinton","Huffington Post","disapproval"
"13787","2016-08-05",57,"Clinton","Huffington Post","disapproval"
"13788","2016-08-04",49,"Clinton","Huffington Post","disapproval"
"13789","2016-08-01",56,"Clinton","Huffington Post","disapproval"
"13790","2016-08-04",56,"Clinton","Huffington Post","disapproval"
"13791","2016-08-01",50,"Clinton","Huffington Post","disapproval"
"13792","2016-07-29",57,"Clinton","Huffington Post","disapproval"
"13793","2016-08-01",55,"Clinton","Huffington Post","disapproval"
"13794","2016-07-31",53,"Clinton","Huffington Post","disapproval"
"13795","2016-07-30",50,"Clinton","Huffington Post","disapproval"
"13796","2016-07-31",55,"Clinton","Huffington Post","disapproval"
"13797","2016-07-27",52,"Clinton","Huffington Post","disapproval"
"13798","2016-07-30",54,"Clinton","Huffington Post","disapproval"
"13799","2016-07-29",53,"Clinton","Huffington Post","disapproval"
"13800","2016-07-29",50,"Clinton","Huffington Post","disapproval"
"13801","2016-07-25",57,"Clinton","Huffington Post","disapproval"
"13802","2016-07-29",55,"Clinton","Huffington Post","disapproval"
"13803","2016-07-29",51,"Clinton","Huffington Post","disapproval"
"13804","2016-07-25",57,"Clinton","Huffington Post","disapproval"
"13805","2016-07-19",58,"Clinton","Huffington Post","disapproval"
"13806","2016-07-23",56,"Clinton","Huffington Post","disapproval"
"13807","2016-07-22",56,"Clinton","Huffington Post","disapproval"
"13808","2016-07-22",55,"Clinton","Huffington Post","disapproval"
"13809","2016-07-22",60,"Clinton","Huffington Post","disapproval"
"13810","2016-07-21",51,"Clinton","Huffington Post","disapproval"
"13811","2016-07-21",53,"Clinton","Huffington Post","disapproval"
"13812","2016-07-16",54,"Clinton","Huffington Post","disapproval"
"13813","2016-07-13",55,"Clinton","Huffington Post","disapproval"
"13814","2016-07-11",58,"Clinton","Huffington Post","disapproval"
"13815","2016-07-15",55,"Clinton","Huffington Post","disapproval"
"13816","2016-07-14",52,"Clinton","Huffington Post","disapproval"
"13817","2016-07-14",59,"Clinton","Huffington Post","disapproval"
"13818","2016-07-13",55,"Clinton","Huffington Post","disapproval"
"13819","2016-07-12",53,"Clinton","Huffington Post","disapproval"
"13820","2016-07-12",57,"Clinton","Huffington Post","disapproval"
"13821","2016-07-11",54,"Clinton","Huffington Post","disapproval"
"13822","2016-07-09",55,"Clinton","Huffington Post","disapproval"
"13823","2016-07-07",57,"Clinton","Huffington Post","disapproval"
"13824","2016-07-08",57,"Clinton","Huffington Post","disapproval"
"13825","2016-07-04",60,"Clinton","Huffington Post","disapproval"
"13826","2016-07-03",57,"Clinton","Huffington Post","disapproval"
"13827","2016-07-05",60,"Clinton","Huffington Post","disapproval"
"13828","2016-07-02",55,"Clinton","Huffington Post","disapproval"
"13829","2016-07-02",55,"Clinton","Huffington Post","disapproval"
"13830","2016-06-30",58,"Clinton","Huffington Post","disapproval"
"13831","2016-06-26",53,"Clinton","Huffington Post","disapproval"
"13832","2016-06-25",54,"Clinton","Huffington Post","disapproval"
"13833","2016-06-24",60,"Clinton","Huffington Post","disapproval"
"13834","2016-06-27",54,"Clinton","Huffington Post","disapproval"
"13835","2016-06-24",56,"Clinton","Huffington Post","disapproval"
"13836","2016-06-24",56,"Clinton","Huffington Post","disapproval"
"13837","2016-06-21",57,"Clinton","Huffington Post","disapproval"
"13838","2016-06-19",55,"Clinton","Huffington Post","disapproval"
"13839","2016-06-18",53,"Clinton","Huffington Post","disapproval"
"13840","2016-06-18",56,"Clinton","Huffington Post","disapproval"
"13841","2016-06-15",58,"Clinton","Huffington Post","disapproval"
"13842","2016-06-16",56,"Clinton","Huffington Post","disapproval"
"13843","2016-06-15",52,"Clinton","Huffington Post","disapproval"
"13844","2016-06-13",54,"Clinton","Huffington Post","disapproval"
"13845","2016-06-11",53,"Clinton","Huffington Post","disapproval"
"13846","2016-06-10",54,"Clinton","Huffington Post","disapproval"
"13847","2016-06-09",52,"Clinton","Huffington Post","disapproval"
"13848","2016-06-08",55,"Clinton","Huffington Post","disapproval"
"13849","2016-06-08",54,"Clinton","Huffington Post","disapproval"
"13850","2016-06-08",56,"Clinton","Huffington Post","disapproval"
"13851","2016-06-05",56,"Clinton","Huffington Post","disapproval"
"13852","2016-06-04",52,"Clinton","Huffington Post","disapproval"
"13853","2016-06-02",53,"Clinton","Huffington Post","disapproval"
"13854","2016-06-01",57,"Clinton","Huffington Post","disapproval"
"13855","2016-05-31",61,"Clinton","Huffington Post","disapproval"
"13856","2016-05-28",54,"Clinton","Huffington Post","disapproval"
"13857","2016-05-24",58,"Clinton","Huffington Post","disapproval"
"13858","2016-05-24",57,"Clinton","Huffington Post","disapproval"
"13859","2016-05-21",52,"Clinton","Huffington Post","disapproval"
"13860","2016-05-20",54,"Clinton","Huffington Post","disapproval"
"13861","2016-05-19",57,"Clinton","Huffington Post","disapproval"
"13862","2016-05-01",54,"Clinton","Huffington Post","disapproval"
"13863","2016-05-16",58,"Clinton","Huffington Post","disapproval"
"13864","2016-05-16",53,"Clinton","Huffington Post","disapproval"
"13865","2016-05-15",54,"Clinton","Huffington Post","disapproval"
"13866","2016-05-14",52,"Clinton","Huffington Post","disapproval"
"13867","2016-05-14",61,"Clinton","Huffington Post","disapproval"
"13868","2016-05-13",52,"Clinton","Huffington Post","disapproval"
"13869","2016-05-11",56,"Clinton","Huffington Post","disapproval"
"13870","2016-05-11",56,"Clinton","Huffington Post","disapproval"
"13871","2016-05-09",59,"Clinton","Huffington Post","disapproval"
"13872","2016-05-07",54,"Clinton","Huffington Post","disapproval"
"13873","2016-05-06",56,"Clinton","Huffington Post","disapproval"
"13874","2016-05-06",55,"Clinton","Huffington Post","disapproval"
"13875","2016-05-05",55,"Clinton","Huffington Post","disapproval"
"13876","2016-04-29",54,"Clinton","Huffington Post","disapproval"
"13877","2016-04-28",49,"Clinton","Huffington Post","disapproval"
"13878","2016-04-26",54,"Clinton","Huffington Post","disapproval"
"13879","2016-04-22",56,"Clinton","Huffington Post","disapproval"
"13880","2016-04-22",54,"Clinton","Huffington Post","disapproval"
"13881","2016-04-20",54,"Clinton","Huffington Post","disapproval"
"13882","2016-04-20",53,"Clinton","Huffington Post","disapproval"
"13883","2016-04-17",56,"Clinton","Huffington Post","disapproval"
"13884","2016-04-15",56,"Clinton","Huffington Post","disapproval"
"13885","2016-04-10",56,"Clinton","Huffington Post","disapproval"
